price,count,add_cost,company,product
31.91,77,3.43,HomeSystems,"Smart TV 50"""
207.6,108,15.26,OfficePlus,Mouse Ergo
261.93,83,13.65,AudioMasters,Headphones Pro
723.45,71,33.79,ElectroTech,Smartphone X202
119.35,87,6.7,HomeSystems,"Smart TV 65"""
831.76,59,23.93,ElectroTech,Smartphone X207
979.38,44,90.31,GadgetWorld,Wireless Earbuds Pro
680.43,66,67.17,ElectroTech,Smartphone X210
558.61,62,61.26,GadgetWorld,Wireless Earbuds Max
927.01,52,26.78,HomeSystems,"Smart TV 65"""
110.25,98,10.14,HomeSystems,"Smart TV 55"""
461.67,79,49.57,HomeSystems,"Smart TV 43"""
21.98,85,0.94,HomeSystems,"Smart TV 55"""
228.82,92,32.51,OfficePlus,Mouse Ergo
634.94,84,44.53,OfficePlus,Mouse Compact
236.07,91,26.99,HomeSystems,"Smart TV 32"""
805.53,58,16.98,ElectroTech,Smartphone X209
916.26,49,70.02,HomeSystems,"Smart TV 65"""
802.37,63,80.02,ElectroTech,Smartphone X210
81.99,109,3.76,AudioMasters,Headphones Elite
786.99,57,17.36,ElectroTech,Smartphone X208
679.41,84,20.76,GadgetWorld,Wireless Earbuds Pro
934.06,46,84.77,HomeSystems,"Smart TV 55"""
823.15,56,23.79,ElectroTech,Smartphone X206
346.93,98,45.96,HomeSystems,"Smart TV 32"""
791.63,71,58.16,GadgetWorld,Wireless Earbuds Max
453.69,94,47.37,GadgetWorld,Wireless Earbuds Max
306.54,85,23.82,GadgetWorld,Wireless Earbuds Air
86.89,93,10.37,AudioMasters,Headphones Travel
1056.79,39,43.05,ElectroTech,Smartphone X205
670.93,75,90.32,GadgetWorld,Wireless Earbuds Max
303.4,78,18.29,HomeSystems,"Smart TV 55"""
759.28,71,101.32,ElectroTech,Smartphone X204
639.57,62,43.85,OfficePlus,Mouse Compact
823.33,55,113.18,ElectroTech,Smartphone X204
886.69,55,57.48,OfficePlus,Mouse Gaming
451.76,74,51.43,ElectroTech,Smartphone X212
745.81,63,98.59,OfficePlus,Mouse Wireless
640.15,59,14.39,ElectroTech,Smartphone X213
641.95,56,61.42,GadgetWorld,Wireless Earbuds Lite
348.96,80,40.98,HomeSystems,"Smart TV 50"""
672.96,59,79.39,ElectroTech,Smartphone X202
583.9,89,13.36,OfficePlus,Mouse Gaming
934.46,43,72.03,OfficePlus,Mouse Compact
517.65,58,38.57,HomeSystems,"Smart TV 43"""
237.46,101,26.81,OfficePlus,Mouse Wireless
1057.98,46,124.68,ElectroTech,Smartphone X207
741.85,63,66.1,ElectroTech,Smartphone X202
698.98,69,57.99,ElectroTech,Smartphone X212
61.15,87,5.03,GadgetWorld,Wireless Earbuds Max
276.91,83,8.21,AudioMasters,Headphones Travel
379.89,80,9.71,AudioMasters,Headphones Travel
474.95,80,54.12,HomeSystems,"Smart TV 55"""
834.74,55,108.1,HomeSystems,"Smart TV 50"""
121.61,96,3.2,GadgetWorld,Wireless Earbuds Pro
530.65,78,34.77,GadgetWorld,Wireless Earbuds Pro
223.1,86,25.15,HomeSystems,"Smart TV 65"""
312.49,92,43.15,AudioMasters,Headphones Pro
855.53,63,77.35,GadgetWorld,Wireless Earbuds Max
718.52,66,50.45,OfficePlus,Mouse Wireless
864.28,62,114.88,OfficePlus,Mouse Ergo
663.84,71,84.2,ElectroTech,Smartphone X209
1027.89,54,105.65,ElectroTech,Smartphone X214
207.11,81,22.84,OfficePlus,Mouse Compact
781.25,68,99.07,GadgetWorld,Wireless Earbuds Air
102.71,94,4.95,AudioMasters,Headphones Travel
890.69,58,113.26,OfficePlus,Mouse Wireless
810.2,58,93.75,ElectroTech,Smartphone X207
753.04,77,94.62,GadgetWorld,Wireless Earbuds Lite
25.6,101,2.06,OfficePlus,Mouse Gaming
961.94,60,130.75,OfficePlus,Mouse Wireless
159.27,98,3.51,AudioMasters,Headphones Travel
572.13,82,57.9,HomeSystems,"Smart TV 43"""
585.32,77,87.09,ElectroTech,Smartphone X203
401.45,82,19.97,GadgetWorld,Wireless Earbuds Pro
626.16,68,64.06,GadgetWorld,Wireless Earbuds Air
863.82,72,69.06,GadgetWorld,Wireless Earbuds Max
681.29,63,73.63,HomeSystems,"Smart TV 65"""
510.35,80,56.04,OfficePlus,Mouse Compact
173.08,94,17.77,GadgetWorld,Wireless Earbuds Lite
209.31,100,22.36,AudioMasters,Headphones Pro
322.69,89,32.03,AudioMasters,Headphones Pro
368.57,84,37.99,AudioMasters,Headphones Pro
96.99,80,11.28,GadgetWorld,Wireless Earbuds Max
73.28,113,3.66,AudioMasters,Headphones Travel
976.66,48,106.31,HomeSystems,"Smart TV 65"""
709.52,67,77.95,ElectroTech,Smartphone X202
145.38,91,9.48,OfficePlus,Mouse Gaming
704.52,51,100.0,ElectroTech,Smartphone X209
226.58,88,11.29,GadgetWorld,Wireless Earbuds Air
184.14,84,7.21,GadgetWorld,Wireless Earbuds Max
40.11,94,5.11,OfficePlus,Mouse Gaming
975.87,62,41.1,OfficePlus,Mouse Compact
316.37,93,29.5,GadgetWorld,Wireless Earbuds Air
317.55,96,19.22,GadgetWorld,Wireless Earbuds Max
720.88,61,40.84,GadgetWorld,Wireless Earbuds Pro
969.42,47,128.05,ElectroTech,Smartphone X201
769.86,61,109.52,OfficePlus,Mouse Wireless
290.46,73,30.66,AudioMasters,Headphones Travel
316.86,74,11.53,AudioMasters,Headphones Studio
902.25,58,75.47,ElectroTech,Smartphone X211
666.15,58,62.76,ElectroTech,Smartphone X212
113.99,88,14.52,AudioMasters,Headphones Studio
860.31,64,59.1,ElectroTech,Smartphone X205
565.65,80,73.46,HomeSystems,"Smart TV 55"""
697.64,59,93.23,ElectroTech,Smartphone X214
873.26,59,107.44,OfficePlus,Mouse Wireless
244.02,82,11.21,AudioMasters,Headphones Elite
945.77,66,93.91,HomeSystems,"Smart TV 65"""
26.31,105,3.17,OfficePlus,Mouse Ergo
604.97,77,90.71,GadgetWorld,Wireless Earbuds Air
680.91,59,81.15,GadgetWorld,Wireless Earbuds Pro
320.74,87,11.56,AudioMasters,Headphones Pro
698.48,71,98.27,ElectroTech,Smartphone X203
320.68,75,44.56,AudioMasters,Headphones Elite
263.77,67,12.13,AudioMasters,Headphones Elite
913.11,68,85.42,ElectroTech,Smartphone X200
38.77,99,4.94,GadgetWorld,Wireless Earbuds Lite
358.18,99,8.57,HomeSystems,"Smart TV 50"""
632.26,64,68.41,ElectroTech,Smartphone X205
516.2,88,33.84,OfficePlus,Mouse Ergo
684.55,62,62.02,OfficePlus,Mouse Compact
292.57,80,11.26,HomeSystems,"Smart TV 43"""
991.86,49,89.6,GadgetWorld,Wireless Earbuds Lite
255.19,81,28.66,HomeSystems,"Smart TV 32"""
914.97,66,40.83,OfficePlus,Mouse Wireless
906.27,61,114.43,GadgetWorld,Wireless Earbuds Air
867.66,53,45.49,HomeSystems,"Smart TV 55"""
154.6,91,5.24,AudioMasters,Headphones Studio
611.72,78,80.87,HomeSystems,"Smart TV 43"""
134.59,115,14.63,OfficePlus,Mouse Wireless
529.17,53,35.01,ElectroTech,Smartphone X204
376.04,83,47.65,AudioMasters,Headphones Studio
569.37,57,81.16,HomeSystems,"Smart TV 43"""
585.32,63,47.01,OfficePlus,Mouse Gaming
705.71,75,70.71,GadgetWorld,Wireless Earbuds Pro
576.61,88,33.75,GadgetWorld,Wireless Earbuds Pro
274.48,84,40.09,GadgetWorld,Wireless Earbuds Lite
292.2,77,23.24,AudioMasters,Headphones Elite
1006.07,47,95.67,ElectroTech,Smartphone X208
475.35,85,31.91,ElectroTech,Smartphone X205
102.99,94,8.31,GadgetWorld,Wireless Earbuds Pro
827.15,58,57.9,OfficePlus,Mouse Ergo
136.27,98,19.27,HomeSystems,"Smart TV 55"""
486.08,66,35.49,GadgetWorld,Wireless Earbuds Air
570.95,56,64.47,GadgetWorld,Wireless Earbuds Max
63.16,101,6.96,HomeSystems,"Smart TV 50"""
836.97,61,105.38,HomeSystems,"Smart TV 43"""
123.76,91,8.19,HomeSystems,"Smart TV 43"""
232.62,90,13.36,OfficePlus,Mouse Compact
127.03,100,11.1,AudioMasters,Headphones Elite
326.79,63,42.07,HomeSystems,"Smart TV 32"""
637.22,75,46.15,GadgetWorld,Wireless Earbuds Pro
439.89,87,50.63,OfficePlus,Mouse Wireless
549.49,71,71.33,OfficePlus,Mouse Gaming
264.51,80,24.12,GadgetWorld,Wireless Earbuds Lite
831.92,63,93.73,HomeSystems,"Smart TV 50"""
750.71,72,35.6,ElectroTech,Smartphone X208
412.21,84,50.22,HomeSystems,"Smart TV 32"""
606.03,71,36.32,ElectroTech,Smartphone X210
109.83,78,8.17,AudioMasters,Headphones Pro
885.86,58,93.92,ElectroTech,Smartphone X208
43.23,89,5.56,HomeSystems,"Smart TV 50"""
196.87,87,5.23,AudioMasters,Headphones Elite
31.08,93,3.8,GadgetWorld,Wireless Earbuds Max
189.19,92,27.73,AudioMasters,Headphones Travel
437.6,87,56.1,HomeSystems,"Smart TV 55"""
80.66,86,2.56,AudioMasters,Headphones Elite
79.23,104,3.76,AudioMasters,Headphones Elite
204.74,87,13.0,AudioMasters,Headphones Elite
580.56,78,72.4,HomeSystems,"Smart TV 65"""
143.86,90,9.63,AudioMasters,Headphones Elite
53.98,103,3.83,OfficePlus,Mouse Gaming
888.36,51,121.21,OfficePlus,Mouse Compact
678.94,70,86.49,HomeSystems,"Smart TV 55"""
173.19,87,20.08,GadgetWorld,Wireless Earbuds Pro
99.61,100,14.85,OfficePlus,Mouse Compact
303.65,88,24.53,OfficePlus,Mouse Ergo
343.68,94,32.08,GadgetWorld,Wireless Earbuds Lite
695.31,66,88.32,OfficePlus,Mouse Ergo
822.01,54,20.73,GadgetWorld,Wireless Earbuds Air
267.97,73,35.51,GadgetWorld,Wireless Earbuds Air
964.55,67,36.23,GadgetWorld,Wireless Earbuds Air
21.32,87,1.47,GadgetWorld,Wireless Earbuds Max
944.2,56,58.63,GadgetWorld,Wireless Earbuds Max
148.35,104,14.65,OfficePlus,Mouse Gaming
855.08,47,62.83,ElectroTech,Smartphone X201
810.62,59,104.94,GadgetWorld,Wireless Earbuds Max
729.77,67,61.33,HomeSystems,"Smart TV 55"""
809.86,51,78.53,GadgetWorld,Wireless Earbuds Pro
555.76,61,71.79,OfficePlus,Mouse Gaming
167.67,95,21.92,GadgetWorld,Wireless Earbuds Max
622.2,62,59.45,OfficePlus,Mouse Compact
668.6,69,68.45,HomeSystems,"Smart TV 65"""
365.95,70,47.15,AudioMasters,Headphones Travel
341.03,87,47.54,AudioMasters,Headphones Elite
305.13,72,37.04,AudioMasters,Headphones Studio
563.27,58,22.12,HomeSystems,"Smart TV 32"""
827.13,60,113.19,OfficePlus,Mouse Ergo
989.06,48,48.8,GadgetWorld,Wireless Earbuds Pro
78.36,80,10.02,AudioMasters,Headphones Studio
212.33,89,13.08,AudioMasters,Headphones Pro
862.37,61,83.65,GadgetWorld,Wireless Earbuds Pro
283.32,88,10.07,AudioMasters,Headphones Studio
224.99,92,25.86,AudioMasters,Headphones Studio
149.59,96,11.61,AudioMasters,Headphones Elite
560.03,66,49.32,HomeSystems,"Smart TV 55"""
776.08,61,81.29,OfficePlus,Mouse Compact
309.75,85,43.75,HomeSystems,"Smart TV 43"""
278.53,94,11.14,AudioMasters,Headphones Pro
539.12,82,62.11,HomeSystems,"Smart TV 65"""
269.84,91,38.04,AudioMasters,Headphones Pro
242.67,83,29.78,AudioMasters,Headphones Pro
614.81,68,77.5,ElectroTech,Smartphone X209
997.79,47,78.55,HomeSystems,"Smart TV 55"""
678.37,65,48.57,ElectroTech,Smartphone X202
1132.75,36,51.76,ElectroTech,Smartphone X201
413.43,67,26.44,OfficePlus,Mouse Gaming
739.68,47,34.87,GadgetWorld,Wireless Earbuds Max
116.62,87,4.1,GadgetWorld,Wireless Earbuds Pro
287.44,74,27.9,AudioMasters,Headphones Studio
567.19,68,75.49,OfficePlus,Mouse Compact
594.89,56,75.97,GadgetWorld,Wireless Earbuds Max
340.03,77,41.43,AudioMasters,Headphones Travel
883.94,54,22.31,ElectroTech,Smartphone X214
678.81,53,56.05,OfficePlus,Mouse Gaming
677.97,65,25.21,ElectroTech,Smartphone X210
73.47,111,7.19,OfficePlus,Mouse Compact
453.73,80,11.93,OfficePlus,Mouse Gaming
563.59,75,71.79,OfficePlus,Mouse Compact
878.34,58,79.35,ElectroTech,Smartphone X204
785.31,68,17.85,ElectroTech,Smartphone X208
552.14,75,37.87,HomeSystems,"Smart TV 43"""
747.45,65,38.67,HomeSystems,"Smart TV 50"""
493.63,85,34.44,OfficePlus,Mouse Wireless
71.71,98,2.1,AudioMasters,Headphones Studio
722.75,71,100.67,ElectroTech,Smartphone X211
751.65,58,59.12,ElectroTech,Smartphone X204
896.78,47,97.28,ElectroTech,Smartphone X208
66.03,81,9.29,OfficePlus,Mouse Ergo
186.48,86,5.07,HomeSystems,"Smart TV 55"""
911.75,56,95.63,ElectroTech,Smartphone X207
879.35,56,30.71,ElectroTech,Smartphone X201
266.14,89,12.51,AudioMasters,Headphones Pro
202.97,94,20.62,AudioMasters,Headphones Studio
876.82,50,112.22,OfficePlus,Mouse Gaming
978.66,58,42.59,HomeSystems,"Smart TV 50"""
306.05,85,20.93,AudioMasters,Headphones Travel
808.54,50,88.91,ElectroTech,Smartphone X204
529.22,63,79.14,OfficePlus,Mouse Gaming
96.55,86,3.92,AudioMasters,Headphones Elite
430.02,81,28.6,HomeSystems,"Smart TV 50"""
1185.49,35,111.6,ElectroTech,Smartphone X204
483.57,81,12.39,HomeSystems,"Smart TV 43"""
424.15,79,19.28,OfficePlus,Mouse Wireless
596.27,84,36.52,ElectroTech,Smartphone X206
113.96,92,7.01,AudioMasters,Headphones Elite
109.48,80,6.73,OfficePlus,Mouse Gaming
79.68,102,1.91,OfficePlus,Mouse Ergo
898.64,57,40.9,OfficePlus,Mouse Ergo
813.96,61,61.75,GadgetWorld,Wireless Earbuds Pro
214.67,84,11.18,GadgetWorld,Wireless Earbuds Max
86.03,85,11.02,OfficePlus,Mouse Gaming
720.6,66,68.65,GadgetWorld,Wireless Earbuds Lite
783.9,65,73.21,ElectroTech,Smartphone X212
997.01,45,113.28,OfficePlus,Mouse Compact
949.91,46,50.63,ElectroTech,Smartphone X213
510.06,67,54.95,OfficePlus,Mouse Compact
159.41,96,11.7,AudioMasters,Headphones Studio
888.56,47,35.26,GadgetWorld,Wireless Earbuds Air
979.21,44,92.79,ElectroTech,Smartphone X212
438.92,85,45.59,GadgetWorld,Wireless Earbuds Air
283.78,82,13.0,HomeSystems,"Smart TV 55"""
664.56,79,68.72,HomeSystems,"Smart TV 32"""
330.6,96,41.37,HomeSystems,"Smart TV 43"""
860.09,48,102.7,OfficePlus,Mouse Ergo
344.98,87,29.35,OfficePlus,Mouse Gaming
82.41,79,3.55,HomeSystems,"Smart TV 43"""
946.83,62,57.45,HomeSystems,"Smart TV 50"""
934.2,57,108.79,ElectroTech,Smartphone X212
185.48,97,5.0,HomeSystems,"Smart TV 50"""
108.9,96,14.02,AudioMasters,Headphones Studio
228.89,87,22.56,AudioMasters,Headphones Elite
935.19,53,67.6,HomeSystems,"Smart TV 55"""
159.15,80,9.48,OfficePlus,Mouse Ergo
89.5,108,5.86,GadgetWorld,Wireless Earbuds Air
312.31,81,37.73,HomeSystems,"Smart TV 65"""
127.53,86,3.48,AudioMasters,Headphones Elite
184.11,63,14.75,OfficePlus,Mouse Gaming
777.35,60,63.45,ElectroTech,Smartphone X205
433.75,70,52.94,OfficePlus,Mouse Compact
430.59,72,34.25,GadgetWorld,Wireless Earbuds Max
334.44,99,32.6,OfficePlus,Mouse Ergo
704.14,63,32.78,ElectroTech,Smartphone X204
692.8,50,24.7,ElectroTech,Smartphone X210
878.19,46,66.72,ElectroTech,Smartphone X214
387.33,87,39.03,GadgetWorld,Wireless Earbuds Air
398.02,61,20.0,AudioMasters,Headphones Travel
785.95,65,91.23,ElectroTech,Smartphone X212
676.87,70,81.57,ElectroTech,Smartphone X214
56.94,92,7.12,GadgetWorld,Wireless Earbuds Lite
888.77,65,63.83,GadgetWorld,Wireless Earbuds Pro
861.59,75,53.73,GadgetWorld,Wireless Earbuds Lite
74.03,119,11.03,AudioMasters,Headphones Travel
305.53,81,22.69,HomeSystems,"Smart TV 32"""
222.53,70,14.0,AudioMasters,Headphones Pro
661.91,56,80.63,ElectroTech,Smartphone X205
89.12,86,12.32,HomeSystems,"Smart TV 32"""
96.3,87,13.89,OfficePlus,Mouse Gaming
348.88,83,7.58,AudioMasters,Headphones Studio
911.02,65,115.29,GadgetWorld,Wireless Earbuds Max
357.45,89,51.41,AudioMasters,Headphones Studio
184.22,91,11.12,HomeSystems,"Smart TV 43"""
726.13,53,77.14,ElectroTech,Smartphone X203
236.1,109,10.43,HomeSystems,"Smart TV 43"""
173.31,81,4.44,AudioMasters,Headphones Studio
860.52,63,29.37,ElectroTech,Smartphone X204
163.1,108,23.15,HomeSystems,"Smart TV 65"""
87.66,90,5.57,GadgetWorld,Wireless Earbuds Air
828.31,60,90.74,GadgetWorld,Wireless Earbuds Air
717.6,68,104.63,ElectroTech,Smartphone X209
255.28,95,22.56,AudioMasters,Headphones Travel
483.07,76,33.41,HomeSystems,"Smart TV 43"""
691.79,75,65.62,ElectroTech,Smartphone X206
399.07,69,12.16,HomeSystems,"Smart TV 65"""
777.83,50,107.66,ElectroTech,Smartphone X207
899.41,65,81.91,ElectroTech,Smartphone X200
211.55,105,8.8,OfficePlus,Mouse Wireless
678.93,62,80.64,ElectroTech,Smartphone X213
259.1,66,34.85,AudioMasters,Headphones Travel
355.42,82,11.13,AudioMasters,Headphones Elite
205.7,85,17.19,AudioMasters,Headphones Elite
903.93,53,58.25,ElectroTech,Smartphone X211
795.46,56,78.1,HomeSystems,"Smart TV 55"""
407.15,77,10.86,OfficePlus,Mouse Gaming
753.98,65,50.07,GadgetWorld,Wireless Earbuds Max
887.39,48,80.7,ElectroTech,Smartphone X213
492.95,97,23.7,GadgetWorld,Wireless Earbuds Pro
806.35,64,80.94,ElectroTech,Smartphone X211
440.19,74,11.88,OfficePlus,Mouse Compact
103.6,98,11.88,AudioMasters,Headphones Pro
975.9,48,92.28,GadgetWorld,Wireless Earbuds Max
194.85,101,6.64,OfficePlus,Mouse Compact
207.9,92,19.17,OfficePlus,Mouse Ergo
102.58,100,6.8,OfficePlus,Mouse Ergo
745.07,52,91.33,HomeSystems,"Smart TV 43"""
882.38,52,22.41,ElectroTech,Smartphone X209
743.97,57,44.5,GadgetWorld,Wireless Earbuds Max
140.62,100,3.78,AudioMasters,Headphones Studio
573.13,62,56.21,HomeSystems,"Smart TV 32"""
650.12,73,23.26,ElectroTech,Smartphone X203
497.47,68,11.55,OfficePlus,Mouse Ergo
153.64,102,17.61,GadgetWorld,Wireless Earbuds Air
184.94,102,15.88,AudioMasters,Headphones Elite
360.06,98,50.87,OfficePlus,Mouse Compact
832.97,55,96.48,ElectroTech,Smartphone X209
561.76,71,65.32,GadgetWorld,Wireless Earbuds Lite
196.01,89,11.09,OfficePlus,Mouse Compact
755.15,71,59.95,GadgetWorld,Wireless Earbuds Max
831.42,66,57.48,GadgetWorld,Wireless Earbuds Lite
64.25,108,4.94,OfficePlus,Mouse Ergo
790.83,62,75.2,ElectroTech,Smartphone X204
379.46,84,12.5,OfficePlus,Mouse Gaming
270.77,86,21.45,AudioMasters,Headphones Pro
717.19,47,100.55,ElectroTech,Smartphone X211
640.45,55,55.71,ElectroTech,Smartphone X204
748.57,72,66.82,GadgetWorld,Wireless Earbuds Air
933.92,43,88.57,OfficePlus,Mouse Ergo
192.25,95,25.83,AudioMasters,Headphones Elite
148.66,100,8.96,OfficePlus,Mouse Wireless
180.55,84,8.52,AudioMasters,Headphones Elite
953.05,60,61.42,OfficePlus,Mouse Ergo
183.75,88,10.88,AudioMasters,Headphones Travel
92.26,85,13.56,AudioMasters,Headphones Travel
816.8,57,26.87,OfficePlus,Mouse Compact
695.83,58,97.47,ElectroTech,Smartphone X207
257.41,65,11.96,OfficePlus,Mouse Ergo
330.64,95,25.29,AudioMasters,Headphones Pro
339.7,80,40.19,HomeSystems,"Smart TV 32"""
747.52,46,37.14,OfficePlus,Mouse Gaming
184.66,88,12.21,GadgetWorld,Wireless Earbuds Pro
680.56,62,15.09,HomeSystems,"Smart TV 43"""
148.81,80,14.3,AudioMasters,Headphones Elite
511.91,80,70.79,HomeSystems,"Smart TV 50"""
454.69,72,64.59,OfficePlus,Mouse Ergo
101.56,94,13.42,HomeSystems,"Smart TV 32"""
732.34,56,97.86,OfficePlus,Mouse Compact
337.95,80,20.44,AudioMasters,Headphones Studio
657.82,58,65.75,OfficePlus,Mouse Wireless
390.64,77,18.04,AudioMasters,Headphones Travel
495.53,88,21.45,GadgetWorld,Wireless Earbuds Max
711.5,68,62.47,HomeSystems,"Smart TV 55"""
747.37,62,105.87,ElectroTech,Smartphone X208
129.7,95,12.87,GadgetWorld,Wireless Earbuds Pro
137.81,109,11.89,AudioMasters,Headphones Pro
946.46,66,25.97,HomeSystems,"Smart TV 65"""
608.63,69,32.96,ElectroTech,Smartphone X211
883.09,64,85.12,ElectroTech,Smartphone X212
450.77,71,38.93,HomeSystems,"Smart TV 32"""
317.16,103,46.2,OfficePlus,Mouse Gaming
911.4,43,18.96,OfficePlus,Mouse Wireless
546.79,66,11.94,GadgetWorld,Wireless Earbuds Air
306.61,79,45.81,AudioMasters,Headphones Studio
928.67,62,67.55,ElectroTech,Smartphone X206
286.23,80,9.59,OfficePlus,Mouse Wireless
150.66,102,19.7,HomeSystems,"Smart TV 55"""
790.64,68,68.63,ElectroTech,Smartphone X214
115.63,86,13.6,AudioMasters,Headphones Elite
205.93,92,30.01,AudioMasters,Headphones Pro
773.35,60,40.01,ElectroTech,Smartphone X212
400.99,73,14.87,GadgetWorld,Wireless Earbuds Air
838.61,58,76.77,ElectroTech,Smartphone X213
205.2,90,12.67,AudioMasters,Headphones Travel
68.08,93,1.8,AudioMasters,Headphones Elite
654.39,63,54.86,ElectroTech,Smartphone X214
229.93,89,27.89,AudioMasters,Headphones Travel
746.88,60,63.1,ElectroTech,Smartphone X203
471.12,60,22.75,GadgetWorld,Wireless Earbuds Pro
956.08,62,50.69,ElectroTech,Smartphone X206
736.46,56,82.13,ElectroTech,Smartphone X203
384.13,73,47.64,AudioMasters,Headphones Travel
443.59,84,14.15,HomeSystems,"Smart TV 55"""
595.16,53,36.11,ElectroTech,Smartphone X203
541.82,80,59.68,ElectroTech,Smartphone X212
819.77,71,121.25,HomeSystems,"Smart TV 50"""
122.33,95,11.5,OfficePlus,Mouse Wireless
662.58,68,50.39,ElectroTech,Smartphone X207
587.73,72,79.68,OfficePlus,Mouse Gaming
70.14,96,3.53,GadgetWorld,Wireless Earbuds Air
494.57,74,26.49,ElectroTech,Smartphone X214
807.12,64,107.19,ElectroTech,Smartphone X212
772.41,65,26.89,GadgetWorld,Wireless Earbuds Max
653.48,68,52.01,OfficePlus,Mouse Wireless
446.31,79,25.91,OfficePlus,Mouse Wireless
127.11,96,4.25,AudioMasters,Headphones Pro
673.6,79,36.87,GadgetWorld,Wireless Earbuds Lite
633.53,56,18.87,OfficePlus,Mouse Compact
274.85,106,19.26,GadgetWorld,Wireless Earbuds Air
130.25,87,15.07,GadgetWorld,Wireless Earbuds Max
474.72,79,58.19,HomeSystems,"Smart TV 55"""
730.82,67,94.08,GadgetWorld,Wireless Earbuds Air
657.18,80,97.08,HomeSystems,"Smart TV 50"""
115.08,97,3.26,HomeSystems,"Smart TV 50"""
1022.0,44,146.24,ElectroTech,Smartphone X201
351.47,92,48.79,OfficePlus,Mouse Wireless
320.79,80,8.8,GadgetWorld,Wireless Earbuds Lite
771.59,72,29.44,ElectroTech,Smartphone X204
581.31,88,22.0,GadgetWorld,Wireless Earbuds Lite
620.7,72,32.93,ElectroTech,Smartphone X204
345.31,78,26.57,AudioMasters,Headphones Travel
590.79,62,26.15,GadgetWorld,Wireless Earbuds Lite
985.3,51,35.7,ElectroTech,Smartphone X207
550.54,71,31.34,OfficePlus,Mouse Wireless
300.47,98,32.84,AudioMasters,Headphones Travel
635.54,71,75.44,ElectroTech,Smartphone X210
356.43,85,22.35,GadgetWorld,Wireless Earbuds Max
89.38,105,9.46,OfficePlus,Mouse Gaming
382.61,72,22.57,AudioMasters,Headphones Studio
67.12,87,5.56,HomeSystems,"Smart TV 55"""
363.76,82,46.65,HomeSystems,"Smart TV 32"""
182.11,90,3.7,OfficePlus,Mouse Ergo
964.19,67,43.93,ElectroTech,Smartphone X209
208.51,95,29.81,AudioMasters,Headphones Travel
160.99,90,5.41,HomeSystems,"Smart TV 55"""
738.97,64,95.48,HomeSystems,"Smart TV 50"""
107.73,91,3.9,AudioMasters,Headphones Elite
69.14,82,1.54,AudioMasters,Headphones Travel
982.65,43,146.33,ElectroTech,Smartphone X211
985.89,45,107.73,HomeSystems,"Smart TV 32"""
785.09,58,108.6,HomeSystems,"Smart TV 32"""
250.7,86,8.22,AudioMasters,Headphones Studio
254.55,87,25.74,OfficePlus,Mouse Wireless
838.19,63,85.76,ElectroTech,Smartphone X212
686.95,65,40.49,GadgetWorld,Wireless Earbuds Pro
417.09,66,40.66,HomeSystems,"Smart TV 50"""
284.24,79,35.97,GadgetWorld,Wireless Earbuds Lite
370.54,90,31.63,AudioMasters,Headphones Travel
80.53,97,9.3,OfficePlus,Mouse Wireless
219.68,74,11.84,OfficePlus,Mouse Ergo
427.84,73,17.82,HomeSystems,"Smart TV 55"""
831.42,58,117.01,ElectroTech,Smartphone X211
714.41,56,82.26,GadgetWorld,Wireless Earbuds Lite
89.28,95,5.98,OfficePlus,Mouse Gaming
800.46,71,77.97,OfficePlus,Mouse Gaming
637.42,58,47.33,GadgetWorld,Wireless Earbuds Air
147.0,88,11.53,AudioMasters,Headphones Pro
959.9,57,43.2,GadgetWorld,Wireless Earbuds Pro
28.45,101,0.64,HomeSystems,"Smart TV 50"""
755.53,53,88.42,GadgetWorld,Wireless Earbuds Lite
652.32,64,96.34,ElectroTech,Smartphone X214
635.47,66,81.27,OfficePlus,Mouse Gaming
675.88,66,52.89,OfficePlus,Mouse Compact
708.04,63,60.86,GadgetWorld,Wireless Earbuds Max
